,id,amo_id,amo_lead_id,prefix,code,card_type,design_type,status,supplier_payment_date,sale_price,sale_date,expiry_date,card_used_date,created_at,updated_at,deleted_at,number
1368,,,18599235,S,S_U24011122,paper,design1,,,4000.0,2021-06-06 22:38:00,,,,,,U24011122
1369,,,18599535,FJ30,FJ30_36345,paper,design1,,,4350.0,2021-06-06 22:37:00,,,,,,36345
1373,,,18601927,VFM45,VFM45_5555720,electronic,design1,,,9000.0,2021-05-30 19:22:00,,,,,,5555720
1381,,,18616709,V2SU24,V2SU24_5625342,electronic,design1,,,,2021-05-31 13:28:00,,,,,,5625342
1384,,,18626191,WS20,WS20_146598,paper,design1,sold_used,,,2021-06-06 22:32:00,,,,,,146598
1406,,,18689863,WS60,WS60_146248,paper,design1,sold_used,,,2021-06-05 11:22:00,,,,,,146248
1413,,,18704981,WS60,WS60_178089,paper,design1,sold_used,2021-03-11,,2021-06-05 10:12:00,,2021-03-11,,,,178089
1418,,,18709633,WS60,WS60_184803,paper,design1,,,,2021-06-09 09:04:00,,,,,,184803
1427,,,18725301,VWS60,VWS60_5994128,electronic,design1,,,,2021-06-05 15:28:00,,,,,,5994128
1432,,,18727773,V2SU60,V2SU60_6047089,electronic,design1,,,1600.0,2021-06-05 16:38:00,,,,,,6047089
1436,,,18738065,VFMCS30,VFMCS30_6080887,electronic,design1,,,7500.0,2021-06-06 12:16:00,,,,,,6080887
1437,,,18738479,WS60,WS60_158304,paper,design1,sold_used,,,2021-06-06 22:17:00,,,,,,158304
1451,,,18767549,2SU60,2SU60_021796,paper,design1,,,,2021-06-11 09:29:00,,,,,,021796
1458,,,18781303,V2SU24,V2SU24_6191480,electronic,design1,sold_used,2021-12-10,4000.0,2021-06-08 12:24:00,,2021-12-10,,,,6191480
1464,,,18789315,VFMCS30,VFMCS30_6187072,electronic,design1,,,7500.0,2021-06-08 16:07:00,,,,,,6187072
1467,,,18792745,V2SU60,V2SU60_6231169,electronic,design1,,,1600.0,2021-06-08 19:49:00,,,,,,6231169
1472,,,18810061,WS20,WS20_1230037,paper,design1,,,2600.0,2021-06-11 14:54:00,,,,,,1230037
1476,,,18819781,2SU60,2SU60_075163,paper,design1,,,,2021-06-11 09:29:00,,,,,,075163
1481,,,18836967,WS60,WS60_127253,paper,design1,sold_used,,,2021-06-11 09:28:00,,,,,,127253
1486,,,18838745,V2SU60,V2SU60_6364909,electronic,design1,sold_used,2021-12-10,1600.0,2021-06-10 17:32:00,,2021-12-10,,,,6364909
1487,,,18839207,WS60,WS60_167353,paper,design1,,,,2021-06-27 11:42:00,,,,,,167353
1492,,,18851917,V2SU60,V2SU60_6320774,electronic,design1,,,,2021-06-11 11:29:00,,,,,,6320774
1498,,,18861275,VFMCS30,VFMCS30_6456108,electronic,design1,,,7500.0,2021-06-11 18:21:00,,,,,,6456108
1506,,,18893521,VFJ30,VFJ30_6412655,electronic,design1,,,4350.0,2021-06-13 16:06:00,,,,,,6412655
1507,,,18894589,WS60,WS60_165229,paper,design1,sold_used,2021-03-11,7500.0,2021-06-16 16:30:00,,2021-03-11,,,,165229
1508,,,18896753,WS20,WS20_121682,paper,design1,sold_used,2022-05-08,2600.0,2021-06-16 16:30:00,,2022-05-08,,,,121682
1512,,,18912585,V2SU60,V2SU60_6414436,electronic,design1,,,1600.0,2021-06-14 18:54:00,,,,,,6414436
1519,,,18927717,WS60,WS60_129628,paper,design1,sold_used,2021-03-11,7500.0,2021-06-21 18:55:00,,2021-03-11,,,,129628
1526,,,18947603,WS20,WS20_176054,paper,design1,,,2600.0,2021-06-27 11:48:00,,,,,,176054
1527,,,18948585,WS20,WS20_196859,paper,design1,sold_used,,2600.0,2021-06-27 11:48:00,,,,,,196859
1535,,,18964931,V2SU24,V2SU24_6671421,electronic,design1,sold_used,2021-12-10,4000.0,2021-06-17 11:49:00,,2021-12-10,,,,6671421
1547,,,18985087,V2SU24,V2SU24_6762539,electronic,design1,sold_used,2021-12-10,4000.0,2021-06-18 11:03:00,,2021-12-10,,,,6762539
1550,,,18986611,2SU60,2SU60_092356,paper,design1,,,1600.0,2021-06-21 18:57:00,,,,,,092356
1556,,,18993431,WS60,WS60_184534,paper,design1,sold_used,,,2021-06-21 18:57:00,,,,,,184534
1557,,,18993651,VWS20,VWS20_6732419,electronic,design1,,,,2021-06-18 18:37:00,,,,,,6732419
1560,,,19002127,V2SU60,V2SU60_6788571,electronic,design1,sold_used,2021-12-10,1600.0,2021-06-19 12:25:00,,2021-12-10,,,,6788571
1564,,,19009099,WS60,WS60_148875,paper,design1,sold_used,2021-03-11,7500.0,2021-06-21 10:13:00,,2021-03-11,,,,148875
1573,,,19020463,WS20,WS20_035123,paper,design1,,,2600.0,2021-06-22 18:56:00,,,,,,035123
1577,,,19028389,2SU60,2SU60_086521,paper,design1,sold_used,,1600.0,2021-06-27 11:51:00,,,,,,086521
1583,,,19037023,V2SU60,V2SU60_6823979,electronic,design1,sold_used,2021-12-10,1600.0,2021-06-21 18:47:00,,2021-12-10,,,,6823979
1588,,,19045919,VS,VS_KI606931580,electronic,design1,sold_used,2022-12-02,7500.0,2021-06-22 10:40:00,,2022-12-02,,,,KI606931580
1598,,,19071223,FM30,FM30_059100,paper,design1,,,6000.0,2021-06-27 11:52:00,,,,,,059100
1601,,,19073465,HB20,HB20_013874,paper,design1,sold_used,,,2021-06-27 11:52:00,,,,,,013874
1606,,,19078719,WS20,WS20_026671,paper,design1,,,5200.0,2021-06-26 10:41:00,,,,,,026671
1620,,,19104713,WS60,WS60_166113,paper,design1,sold_used,,7500.0,2021-06-27 11:54:00,,,,,,166113
1624,,,19112435,2SU60,2SU60_084071,paper,design1,,,4000.0,2021-06-26 21:03:00,,,,,,084071
1637,,,19119801,VWS60,VWS60_7172562,electronic,design1,,,7500.0,2021-06-26 12:17:00,,,,,,7172562
1639,,,19120289,V2SU60,V2SU60_7175921,electronic,design1,sold_used,,1600.0,2021-06-26 13:26:00,,,,,,7175921
1647,,,19123367,WS20,WS20_132925,paper,design1,sold_used,,2600.0,2021-06-27 11:55:00,,,,,,132925
1648,,,19123621,VS,VS_KI407224932,electronic,design1,sold_used,2021-03-11,5200.0,2021-06-27 11:55:00,,2021-03-11,,,,KI407224932
1649,,,19124147,RJ2X,RJ2X_043941,paper,design1,sold_used,2022-12-01,5000.0,2021-06-27 11:55:00,,2022-12-01,,,,043941
1655,,,19129817,V2SU60,V2SU60_7341543,electronic,design1,sold_used,2021-12-10,1600.0,2021-06-28 13:55:00,,2021-12-10,,,,7341543
1658,,,19131885,V2SU60,V2SU60_7413206,electronic,design1,sold_used,2021-12-10,1600.0,2021-06-29 18:08:00,,2021-12-10,,,,7413206
1659,,,19132179,V2SU60,V2SU60_7342196,electronic,design1,,,1600.0,2021-06-28 16:38:00,,,,,,7342196
1662,,,19133897,FM30,FM30_119543,paper,design1,sold_used,2022-07-05,6000.0,2021-06-30 13:58:00,,2022-07-05,,,,119543
1666,,,19135279,V2SU60,V2SU60_7343770,electronic,design1,sold_used,2021-12-10,1600.0,2021-06-28 18:40:00,,2021-12-10,,,,7343770
1667,,,19136175,VS,VS_KI407323001,electronic,design1,,,5200.0,2021-06-28 19:32:00,,,,,,KI407323001
1668,,,19136423,WS60,WS60_170811,paper,design1,,,7500.0,2021-06-30 13:57:00,,,,,,170811
1671,,,19139485,VWS20,VWS20_7492285,electronic,design1,,,2600.0,2021-06-29 11:03:00,,,,,,7492285
1675,,,19141547,V2SU24,V2SU24_7464689,electronic,design1,,,4000.0,2021-06-29 14:05:00,,,,,,7464689
1677,,,19143233,WS60,WS60_166509,paper,design1,,,,2021-06-30 19:52:00,,,,,,166509
1679,,,19143533,S,S_KI40082814,paper,design1,,,5200.0,2021-06-30 13:56:00,,,,,,KI40082814
1682,,,19158144,WS60,WS60_142419,paper,design1,sold_used,,7500.0,2021-07-03 09:15:00,,,,,,142419
1686,,,19163882,V2SU60,V2SU60_7588154,electronic,design1,,,1600.0,2021-06-30 23:48:00,,,,,,7588154
1690,,,19167542,V2SU60,V2SU60_7510873,electronic,design1,,,1600.0,2021-07-01 09:49:00,,,,,,7510873
1695,,,19171485,WS60,WS60_133001,paper,design1,sold_used,2022-10-08,7500.0,2021-07-03 16:38:00,,2022-10-08,,,,133001
1698,,,19173145,V2SU60,V2SU60_7645490,electronic,design1,,,1600.0,2021-07-01 17:06:00,,,,,,7645490
1702,,,19174005,WS60,WS60_117951,paper,design1,sold_used,,7500.0,2021-07-03 16:39:00,,,,,,117951
1703,,,19174203,V2SU60,V2SU60_7689550,electronic,design1,,,1600.0,2021-07-01 16:29:00,,,,,,7689550
1706,,,19174839,FMP30,FMP30_016577,paper,design1,,,10000.0,2021-07-03 16:40:00,,,,,,016577
1707,,,19175053,V2SU60,V2SU60_7674286,electronic,design1,sold_used,,1600.0,2021-07-01 19:22:00,,,,,,7674286
1711,,,19179971,WS20,WS20_156531,paper,design1,sold_used,2021-03-11,2600.0,2021-07-03 16:42:00,,2021-03-11,,,,156531
1723,,,19183577,S,S_U2455866,paper,design1,sold_used,2021-12-10,4000.0,2021-07-04 14:30:00,,2021-12-10,,,,U2455866
1724,,,19185387,WS60,WS60_187720,paper,design1,,,7500.0,2021-07-03 16:43:00,,,,,,187720
1730,,,19187115,V2SU60,V2SU60_7890412,electronic,design1,sold_used,2022-02-07,1600.0,2021-07-03 16:35:00,,2022-02-07,,,,7890412
1736,,,19190135,WS60,WS60_153045,paper,design1,,,7500.0,2021-07-05 18:20:00,,,,,,153045
1739,,,19191035,WS60,WS60_133202,paper,design1,,,7500.0,2021-07-05 18:23:00,,,,,,133202
1740,,,19191529,V2SU24,V2SU24_7992779,electronic,design1,,,4000.0,2021-07-04 18:00:00,,,,,,7992779
1741,,,19192481,VFM45,VFM45_7996613,electronic,design1,,,9000.0,2021-07-04 22:04:00,,,,,,7996613
1748,,,19197729,VWS20,VWS20_8074794,electronic,design1,,,,2021-07-06 12:18:00,,,,,,8074794
1752,,,19198955,WS20,WS20_164686,paper,design1,sold_used,,2600.0,2021-07-05 19:02:00,,,,,,164686
1755,,,19199653,V2SU24,V2SU24_8088276,electronic,design1,,,4000.0,2021-07-05 20:52:00,,,,,,8088276
1756,,,19199713,WS60,WS60_113371,paper,design1,sold_used,2021-03-11,7500.0,2021-07-06 16:06:00,,2021-03-11,,,,113371
1783,,,19236325,WS60,WS60_160077,paper,design1,,,7500.0,2021-07-09 00:57:00,,,,,,160077
1787,,,19237913,VEF60,VEF60_073482,electronic,design1,,,9000.0,2021-07-08 19:53:00,,,,,,073482
1795,,,19281441,VWS60,VWS60_047283,electronic,design1,sold_used,,,2021-07-09 11:54:00,,,,,,047283
1796,,,19282227,WS60,WS60_197034,paper,design1,sold_used,2022-05-08,7500.0,2021-07-10 21:24:00,,2022-05-08,,,,197034
1797,,,19282519,VWS20,VWS20_035429,electronic,design1,sold_used,,2600.0,2021-07-09 12:20:00,,,,,,035429
1816,,,19296023,VWS20,VWS20_023891,electronic,design1,,,2600.0,2021-07-11 23:03:00,,,,,,023891
1820,,,19299623,WS60,WS60_161364,paper,design1,sold_used,,7500.0,2021-07-17 19:34:00,,,,,,161364
1821,,,19299861,VWS60,VWS60_072191,electronic,design1,sold_used,,7500.0,2021-07-12 12:05:00,,,,,,072191
1827,,,19302539,VWS60,VWS60_096223,electronic,design1,sold_used,2021-03-11,7500.0,2021-07-12 16:49:00,,2021-03-11,,,,096223
1835,,,19304151,VWS20,VWS20_064039,electronic,design1,sold_used,2021-04-11,2600.0,2021-07-12 22:01:00,,2021-04-11,,,,064039
1837,,,19306117,S,S_U6074557,paper,design1,sold_used,2021-12-10,1600.0,2021-07-15 21:20:00,,2021-12-10,,,,U6074557
1838,,,19306469,WS60,WS60_150479,paper,design1,,,7500.0,2021-07-15 21:10:00,,,,,,150479
1839,,,19306561,VWS20,VWS20_038123,electronic,design1,,,2600.0,2021-07-13 10:26:00,,,,,,038123
1840,,,19307227,VWS20,VWS20_069883,electronic,design1,sold_used,,2600.0,2021-07-13 11:17:00,,,,,,069883
1847,,,19313253,WS60,WS60_161392,paper,design1,,,,2021-07-17 19:32:00,,,,,,161392
1855,,,19319077,WS20,WS20_175215,paper,design1,sold_used,,2600.0,2021-07-15 21:23:00,,,,,,175215
1864,,,19324133,WS20,WS20_137478,paper,design1,,,2900.0,2021-07-15 21:18:00,,,,,,137478
1868,,,19325745,VFM45,VFM45_082164,electronic,design1,,,9000.0,2021-07-14 19:22:00,,,,,,082164
1870,,,19328586,WS60,WS60_177955,paper,design1,sold_used,,8000.0,2021-07-16 14:28:00,,,,,,177955
1879,,,19332956,VFMCS30,VFMCS30_047221,electronic,design1,,,7500.0,2021-07-15 16:57:00,,,,,,047221
1886,,,19335164,WS20,WS20_095669,paper,design1,,,2600.0,2021-07-20 16:00:00,,,,,,095669
1887,,,19335422,VWS60,VWS60_062476,electronic,design1,sold_used,,7500.0,2021-07-15 22:00:00,,,,,,062476
1888,,,19335474,S,S_U24191538,paper,design1,,,4000.0,2021-07-15 20:09:00,,,,,,U24191538
1893,,,19338892,S,S_U6048221,paper,design1,sold_used,2022-10-07,1600.0,2021-07-20 16:02:00,,2022-10-07,,,,U6048221
1894,,,19339632,VFJ30,VFJ30_076362,electronic,design1,sold_used,,4350.0,2021-07-16 12:15:00,,,,,,076362
1896,,,19340210,V2SU60,V2SU60_012993,electronic,design1,sold_used,2021-12-10,1600.0,2021-07-16 13:50:00,,2021-12-10,,,,012993
1898,,,19340440,VWS20,VWS20_095492,electronic,design1,sold_used,,,2021-07-16 13:42:00,,,,,,095492
1899,,,19340494,WS60,WS60_158804,paper,design1,,,8000.0,2021-07-20 16:03:00,,,,,,158804
1901,,,19341496,WS20,WS20_121091,paper,design1,sold_used,2021-03-11,2600.0,2021-07-17 09:20:00,,2021-03-11,,,,121091
1909,,,19347408,VWS20,VWS20_051185,electronic,design1,,,2900.0,2021-07-17 14:35:00,,,,,,051185
1913,,,19348672,VWS20,VWS20_047338,electronic,design1,,,2600.0,2021-07-17 18:23:00,,,,,,047338
1914,,,19349654,VWS60,VWS60_038600,electronic,design1,,,8000.0,2021-07-18 16:09:00,,,,,,038600
1920,,,19353974,VWS20,VWS20_014967,electronic,design1,sold_used,,2900.0,2021-07-18 17:23:00,,,,,,014967
